member_id,first_name,last_name,neighborhood,grade,book_id,checkout_date,genre,pages,publication_year,publisher
1057,Ahmed,Fahmy,Heliopolis,8.0,517,2024-12-08,Mystery,338.0,2015.0,Delta House
1057,Ahmed,Fahmy,Heliopolis,8.0,513,2025-05-25,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,Heliopolis,8.0,501,2025-10-25,Adventure,128.0,2017.0,Nile Press
1057,Ahmed,Fahmy,Heliopolis,8.0,506,2024-02-20,Friendship,183.0,2017.0,Nile Press
1057,Ahmed,Fahmy,Heliopolis,8.0,530,2025-07-22,Adventure,208.0,2012.0,Oasis Books
1057,Ahmed,Fahmy,Heliopolis,8.0,519,2025-10-19,Friendship,157.0,2014.0,Nile Press
1058,Lina,Mansour,Heliopolis,8.0,525,2024-11-22,Adventure,297.0,2015.0,Oasis Books
1058,Lina,Mansour,Heliopolis,8.0,525,2024-09-24,Adventure,297.0,2015.0,Oasis Books
1058,Lina,Mansour,Heliopolis,8.0,507,2025-06-15,Science,160.0,2024.0,Nile Press
1059,Lina,Halim,Heliopolis,7.0,516,2025-08-06,Nature,241.0,2010.0,Nile Press
1059,Lina,Halim,Heliopolis,7.0,521,2025-07-09,Science,211.0,2024.0,Cairo Young Readers
1059,Lina,Halim,Heliopolis,7.0,519,2025-01-04,Friendship,157.0,2014.0,Nile Press
1059,Lina,Halim,Heliopolis,7.0,513,2024-11-02,Science,294.0,2021.0,Oasis Books
1059,Lina,Halim,Heliopolis,7.0,507,2025-02-01,Science,160.0,2024.0,Nile Press
1059,Lina,Halim,Heliopolis,7.0,501,2025-10-23,Adventure,128.0,2017.0,Nile Press
1059,Lina,Halim,Heliopolis,7.0,512,2024-12-08,Adventure,238.0,2022.0,Delta House
1060,Layla,Wahba,Heliopolis,7.0,509,2024-12-08,Mystery,221.0,2011.0,Nile Press
1060,Layla,Wahba,Heliopolis,7.0,513,2025-09-13,Science,294.0,2021.0,Oasis Books
1061,Ziad,Fahmy,Zamalek,9.0,507,2024-06-22,Science,160.0,2024.0,Nile Press
1061,Ziad,Fahmy,Zamalek,9.0,510,2025-10-20,Mystery,134.0,2013.0,Cairo Young Readers
1061,Ziad,Fahmy,Zamalek,9.0,507,2024-01-26,Science,160.0,2024.0,Nile Press
1061,Ziad,Fahmy,Zamalek,9.0,529,2025-03-12,Mystery,298.0,2017.0,Cairo Young Readers
1061,Ziad,Fahmy,Zamalek,9.0,509,2025-12-23,Mystery,221.0,2011.0,Nile Press
1061,Ziad,Fahmy,Zamalek,9.0,528,2024-04-18,Nature,114.0,2010.0,Delta House
1061,Ziad,Fahmy,Zamalek,9.0,513,2025-12-12,Science,294.0,2021.0,Oasis Books
1061,Ziad,Fahmy,Zamalek,9.0,528,2024-08-15,Nature,114.0,2010.0,Delta House
1062,Tarek,Adel,Zamalek,7.0,501,2024-08-15,Adventure,128.0,2017.0,Nile Press
1062,Tarek,Adel,Zamalek,7.0,522,2024-07-03,Mystery,104.0,2016.0,Cairo Young Readers
1062,Tarek,Adel,Zamalek,7.0,519,2024-11-10,Friendship,157.0,2014.0,Nile Press
1062,Tarek,Adel,Zamalek,7.0,501,2024-12-18,Adventure,128.0,2017.0,Nile Press
1062,Tarek,Adel,Zamalek,7.0,513,2025-03-06,Science,294.0,2021.0,Oasis Books
1062,Tarek,Adel,Zamalek,7.0,513,2025-09-27,Science,294.0,2021.0,Oasis Books
1062,Tarek,Adel,Zamalek,7.0,519,2024-01-23,Friendship,157.0,2014.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,515,2025-02-10,Poetry,316.0,2022.0,Cairo Young Readers
1065,Adam,Fahmy,Zamalek,6.0,526,2024-03-25,Science Fiction,125.0,2016.0,Delta House
1065,Adam,Fahmy,Zamalek,6.0,519,2025-03-20,Friendship,157.0,2014.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,513,2024-08-25,Science,294.0,2021.0,Oasis Books
1065,Adam,Fahmy,Zamalek,6.0,501,2024-12-15,Adventure,128.0,2017.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,516,2025-02-19,Nature,241.0,2010.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,525,2025-02-17,Adventure,297.0,2015.0,Oasis Books
1065,Adam,Fahmy,Zamalek,6.0,519,2025-10-09,Friendship,157.0,2014.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,501,2025-04-14,Adventure,128.0,2017.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,507,2025-06-18,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,532,2024-04-26,Friendship,337.0,2017.0,Oasis Books
1065,Adam,Fahmy,Zamalek,6.0,513,2025-03-09,Science,294.0,2021.0,Oasis Books
1065,Adam,Fahmy,Zamalek,6.0,507,2025-12-20,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,507,2025-06-26,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,Zamalek,6.0,513,2024-12-18,Science,294.0,2021.0,Oasis Books
1067,Aya,Ibrahim,Zamalek,7.0,513,2025-07-23,Science,294.0,2021.0,Oasis Books
1067,Aya,Ibrahim,Zamalek,7.0,507,2024-11-26,Science,160.0,2024.0,Nile Press
1067,Aya,Ibrahim,Zamalek,7.0,511,2024-02-04,Historical,117.0,2016.0,Nile Press
1068,Layla,Hegazy,Zamalek,8.0,501,2025-05-28,Adventure,128.0,2017.0,Nile Press
1068,Layla,Hegazy,Zamalek,8.0,519,2024-04-16,Friendship,157.0,2014.0,Nile Press
1068,Layla,Hegazy,Zamalek,8.0,507,2024-12-13,Science,160.0,2024.0,Nile Press
1068,Layla,Hegazy,Zamalek,8.0,511,2024-11-24,Historical,117.0,2016.0,Nile Press
1068,Layla,Hegazy,Zamalek,8.0,506,2025-12-01,Friendship,183.0,2017.0,Nile Press
1068,Layla,Hegazy,Zamalek,8.0,501,2024-06-11,Adventure,128.0,2017.0,Nile Press
1070,Ahmed,Zaki,Zamalek,9.0,501,2024-07-11,Adventure,128.0,2017.0,Nile Press
1070,Ahmed,Zaki,Zamalek,9.0,501,2024-01-28,Adventure,128.0,2017.0,Nile Press
1070,Ahmed,Zaki,Zamalek,9.0,501,2025-12-28,Adventure,128.0,2017.0,Nile Press
1071,Jana,Hegazy,Zamalek,8.0,513,2025-02-24,Science,294.0,2021.0,Oasis Books
1071,Jana,Hegazy,Zamalek,8.0,525,2025-08-05,Adventure,297.0,2015.0,Oasis Books
1072,Seif,Zaki,Zamalek,9.0,513,2025-08-24,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,Zamalek,9.0,513,2025-09-17,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,Zamalek,9.0,520,2025-06-03,Science Fiction,136.0,2009.0,Oasis Books
1072,Seif,Zaki,Zamalek,9.0,519,2024-01-23,Friendship,157.0,2014.0,Nile Press
1072,Seif,Zaki,Zamalek,9.0,529,2024-11-13,Mystery,298.0,2017.0,Cairo Young Readers
1072,Seif,Zaki,Zamalek,9.0,507,2024-08-09,Science,160.0,2024.0,Nile Press
1072,Seif,Zaki,Zamalek,9.0,501,2024-07-16,Adventure,128.0,2017.0,Nile Press
1072,Seif,Zaki,Zamalek,9.0,501,2025-06-10,Adventure,128.0,2017.0,Nile Press
1072,Seif,Zaki,Zamalek,9.0,513,2025-04-11,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,Zamalek,9.0,519,2024-01-11,Friendship,157.0,2014.0,Nile Press
1072,Seif,Zaki,Zamalek,9.0,522,2024-08-13,Mystery,104.0,2016.0,Cairo Young Readers
1072,Seif,Zaki,Zamalek,9.0,521,2024-01-04,Science,211.0,2024.0,Cairo Young Readers
1072,Seif,Zaki,Zamalek,9.0,522,2025-09-09,Mystery,104.0,2016.0,Cairo Young Readers
1072,Seif,Zaki,Zamalek,9.0,525,2024-02-17,Adventure,297.0,2015.0,Oasis Books
1073,Yassin,Kamel,Zamalek,7.0,501,2025-07-19,Adventure,128.0,2017.0,Nile Press
1073,Yassin,Kamel,Zamalek,7.0,501,2025-02-02,Adventure,128.0,2017.0,Nile Press
1074,Mostafa,Saleh,Zamalek,8.0,525,2024-12-28,Adventure,297.0,2015.0,Oasis Books
1074,Mostafa,Saleh,Zamalek,8.0,510,2024-08-03,Mystery,134.0,2013.0,Cairo Young Readers
1075,Malak,Fahmy,Shubra,7.0,515,2024-11-10,Poetry,316.0,2022.0,Cairo Young Readers
1075,Malak,Fahmy,Shubra,7.0,532,2024-07-28,Friendship,337.0,2017.0,Oasis Books
1075,Malak,Fahmy,Shubra,7.0,501,2024-01-17,Adventure,128.0,2017.0,Nile Press
1075,Malak,Fahmy,Shubra,7.0,529,2024-10-04,Mystery,298.0,2017.0,Cairo Young Readers
1075,Malak,Fahmy,Shubra,7.0,519,2025-07-17,Friendship,157.0,2014.0,Nile Press
1075,Malak,Fahmy,Shubra,7.0,507,2025-02-03,Science,160.0,2024.0,Nile Press
1075,Malak,Fahmy,Shubra,7.0,528,2025-12-13,Nature,114.0,2010.0,Delta House
1075,Malak,Fahmy,Shubra,7.0,514,2024-01-03,Science Fiction,328.0,2023.0,Cairo Young Readers
1075,Malak,Fahmy,Shubra,7.0,524,2024-04-19,Historical,114.0,2016.0,Cairo Young Readers
1076,Dina,Wahba,Shubra,7.0,501,2025-06-05,Adventure,128.0,2017.0,Nile Press
1076,Dina,Wahba,Shubra,7.0,519,2025-03-06,Friendship,157.0,2014.0,Nile Press
1076,Dina,Wahba,Shubra,7.0,507,2024-09-12,Science,160.0,2024.0,Nile Press
1076,Dina,Wahba,Shubra,7.0,507,2025-02-26,Science,160.0,2024.0,Nile Press
1076,Dina,Wahba,Shubra,7.0,501,2025-03-14,Adventure,128.0,2017.0,Nile Press
1076,Dina,Wahba,Shubra,7.0,519,2024-04-27,Friendship,157.0,2014.0,Nile Press
1076,Dina,Wahba,Shubra,7.0,501,2025-02-02,Adventure,128.0,2017.0,Nile Press
1077,Lina,Rashad,Shubra,6.0,520,2024-03-04,Science Fiction,136.0,2009.0,Oasis Books
1077,Lina,Rashad,Shubra,6.0,516,2024-07-26,Nature,241.0,2010.0,Nile Press
1077,Lina,Rashad,Shubra,6.0,513,2025-07-09,Science,294.0,2021.0,Oasis Books
1077,Lina,Rashad,Shubra,6.0,501,2024-03-04,Adventure,128.0,2017.0,Nile Press
1077,Lina,Rashad,Shubra,6.0,513,2024-08-18,Science,294.0,2021.0,Oasis Books
1077,Lina,Rashad,Shubra,6.0,501,2025-01-26,Adventure,128.0,2017.0,Nile Press
1079,Rana,Osman,Shubra,8.0,511,2025-11-11,Historical,117.0,2016.0,Nile Press
1079,Rana,Osman,Shubra,8.0,503,2024-06-23,Historical,259.0,2017.0,Nile Press
1079,Rana,Osman,Shubra,8.0,528,2025-04-22,Nature,114.0,2010.0,Delta House
1079,Rana,Osman,Shubra,8.0,502,2024-03-09,Adventure,109.0,2018.0,Delta House
1079,Rana,Osman,Shubra,8.0,507,2024-03-08,Science,160.0,2024.0,Nile Press
1079,Rana,Osman,Shubra,8.0,507,2024-12-23,Science,160.0,2024.0,Nile Press
1079,Rana,Osman,Shubra,8.0,525,2025-02-12,Adventure,297.0,2015.0,Oasis Books
1079,Rana,Osman,Shubra,8.0,507,2025-05-30,Science,160.0,2024.0,Nile Press
1079,Rana,Osman,Shubra,8.0,507,2024-03-19,Science,160.0,2024.0,Nile Press
1079,Rana,Osman,Shubra,8.0,508,2024-03-20,Science,306.0,2011.0,Oasis Books
1080,Bassel,Wahba,Shubra,9.0,501,2025-06-22,Adventure,128.0,2017.0,Nile Press
1080,Bassel,Wahba,Shubra,9.0,505,2024-08-05,Historical,216.0,2024.0,Oasis Books
1026,Unknown,Unknown,Nasr City,8.0,522,2025-07-11,Science,160.0,2017.0,Nile Press
1049,Unknown,Unknown,Nasr City,8.0,520,2025-07-11,Science,160.0,2017.0,Nile Press
1062,Unknown,Unknown,Nasr City,8.0,525,2025-07-05,Science,160.0,2017.0,Nile Press
1065,Unknown,Unknown,Nasr City,8.0,520,2025-07-07,Science,160.0,2017.0,Nile Press
1104,Unknown,Unknown,Nasr City,8.0,515,2025-07-07,Science,160.0,2017.0,Nile Press
1009,Unknown,Unknown,Nasr City,8.0,503,2025-07-09,Science,160.0,2017.0,Nile Press
1063,Unknown,Unknown,Nasr City,8.0,522,2025-07-07,Science,160.0,2017.0,Nile Press
1022,Unknown,Unknown,Nasr City,8.0,511,2025-07-12,Science,160.0,2017.0,Nile Press
1029,Unknown,Unknown,Nasr City,8.0,523,2025-07-09,Science,160.0,2017.0,Nile Press
1201,Unknown,Unknown,Nasr City,8.0,509,2025-07-10,Science,160.0,2017.0,Nile Press
1005,Unknown,Unknown,Nasr City,8.0,513,2025-07-10,Science,160.0,2017.0,Nile Press
1104,Unknown,Unknown,Nasr City,8.0,526,2025-07-05,Science,160.0,2017.0,Nile Press
1058,Unknown,Unknown,Nasr City,8.0,518,2025-07-08,Science,160.0,2017.0,Nile Press
1002,Unknown,Unknown,Nasr City,8.0,521,2025-07-08,Science,160.0,2017.0,Nile Press
1150,Unknown,Unknown,Nasr City,8.0,530,2025-07-10,Science,160.0,2017.0,Nile Press
1041,Unknown,Unknown,Nasr City,8.0,504,2025-07-05,Science,160.0,2017.0,Nile Press
1055,Unknown,Unknown,Nasr City,8.0,526,2025-07-11,Science,160.0,2017.0,Nile Press
1061,Unknown,Unknown,Nasr City,8.0,513,2025-07-06,Science,160.0,2017.0,Nile Press
1012,Unknown,Unknown,Nasr City,8.0,509,2025-07-11,Science,160.0,2017.0,Nile Press
1007,Unknown,Unknown,Nasr City,8.0,510,2025-07-07,Science,160.0,2017.0,Nile Press
1073,Unknown,Unknown,Nasr City,8.0,530,2025-07-07,Science,160.0,2017.0,Nile Press
1003,Unknown,Unknown,Nasr City,8.0,501,2025-07-08,Science,160.0,2017.0,Nile Press
1017,Unknown,Unknown,Nasr City,8.0,507,2025-07-11,Science,160.0,2017.0,Nile Press
1061,Unknown,Unknown,Nasr City,8.0,504,2025-07-06,Science,160.0,2017.0,Nile Press
1201,Unknown,Unknown,Nasr City,8.0,523,2025-07-08,Science,160.0,2017.0,Nile Press
1041,Unknown,Unknown,Nasr City,8.0,512,2025-07-06,Science,160.0,2017.0,Nile Press
